Date,State,Openings,Hires,Labor_Force,Unemployment_Rate,Hourly_Wage,LH_Employment,ln_Wage,Hiring_Rate,Friction_Proxy,LH_Share,Real_Wage,ln_Real_Wage,Friction_Lag3,Friction_x_Education,Labor_Tightness,ln_Tightness,Educ_Attainment,ln_Education,Min_Wage,ln_Min_Wage,Post_2021
2016-11-01,AZ,122.0,92.0,3196332.0,5.3,24.34,2469.2,3.1921210875593813,0.028782992505159,0.00938575842559534,0.0007725104901493,23.6079676563675,3.1615842676112136,0.004714555656272434,0.016066460420271947,0.000720165111901,-7.236030050159704,30.2,3.407841924380824,8.05,2.0856720914304723,0
2016-12-01,AZ,116.0,91.0,3201857.0,5.3,24.07,2471.3,3.1809662517949806,0.0284210069344133,0.007807968938025652,0.0007718333454617,23.287298680745312,3.1479080909411308,0.007845236701774625,0.026735326538998704,0.0006835655824988,-7.28818795541739,30.2,3.407841924380824,8.05,2.0856720914304723,0
2017-01-01,AZ,110.0,119.0,3208506.0,5.2,24.77,2422.2,3.209633243501268,0.037088913033044,-0.0028050438428352635,0.0007549307995683,23.868035982562866,3.1725401572237595,0.00814673906402115,0.027762798929362266,0.0006593051767347,-7.324324040010558,30.2,3.407841924380824,10.0,2.302585092994046,0
2017-02-01,AZ,112.0,116.0,3216026.0,5.2,24.93,2446.8,3.2160718975354663,0.03606936013577,-0.0012437710391644844,0.0007608147446569,23.98401149971722,3.177387420834661,0.00938575842559534,0.03198518105485435,0.0006697228672424,-7.308646562129624,30.2,3.407841924380824,10.0,2.302585092994046,0
2017-03-01,AZ,113.0,116.0,3223652.0,5.1,24.8,2455.7,3.210843653170937,0.0359840330159707,-0.0009306215435164837,0.0007617757748044,23.870096600134488,3.1726264872690053,0.007807968938025652,0.026608323891267036,0.0006873217935775,-7.282707971365864,30.2,3.407841924380824,10.0,2.302585092994046,0
2017-04-01,AZ,119.0,126.0,3230973.0,5.0,25.28,2466.5,3.2300135692786567,0.0389975403694181,-0.0021665300205232292,0.0007633923279457,24.30210595717322,3.1905630114955645,-0.0028050438428352635,-0.009559146007340305,0.0007366202069778,-7.213438121560237,30.2,3.407841924380824,10.0,2.302585092994046,0
2017-05-01,AZ,115.0,118.0,3237430.0,5.0,25.01,2450.5,3.219275744889528,0.0364486645271094,-0.0009266609625536305,0.0007569275629125,24.061173054540095,3.1805994647420714,-0.0012437710391644844,-0.004238575091595434,0.0007104400712911,-7.249625961217317,30.2,3.407841924380824,10.0,2.302585092994046,0
2017-06-01,AZ,132.0,123.0,3242821.0,4.9,24.92,2403.3,3.2156706939192525,0.0379299381618658,0.002775361328917014,0.0007411139868651,23.95897511088904,3.176342997327741,-0.0009306215435164837,-0.0031714111117274665,0.000830720397771,-7.093217284501877,30.2,3.407841924380824,10.0,2.302585092994046,0
2017-07-01,AZ,132.0,117.0,3247695.0,4.9,25.41,2378.8,3.235142797332073,0.0360255504288426,0.004618660311390078,0.0007324579432489,24.42207666135775,3.195487504434556,-0.0021665300205232292,-0.007383191834368707,0.0008294736885761,-7.094719168455686,30.2,3.407841924380824,10.0,2.302585092994046,0
2017-08-01,AZ,127.0,141.0,3252175.0,4.8,25.43,2432.4,3.2359295794340284,0.0433556004827538,-0.004304811395450737,0.0007479302313067,24.347594286716454,3.1924330473877234,-0.0009266609625536305,-0.0031579140778773508,0.0008135581059854,-7.1140932067072615,30.2,3.407841924380824,10.0,2.302585092994046,0
2017-09-01,AZ,131.0,123.0,3256460.0,4.8,25.44,2468.1,3.2363227384719213,0.0377710765678067,0.002456655386524017,0.0007579088949349,24.23342333678252,3.187732809899509,0.002775361328917014,0.009457992691988677,0.0008380777490485,-7.084399682491702,30.2,3.407841924380824,10.0,2.302585092994046,0
2017-10-01,AZ,128.0,118.0,3261088.0,4.8,25.66,2494.0,3.2449333591874905,0.0361842428048553,0.003066461254648755,0.0007647754369093,24.424059182730126,3.1955686785679527,0.004618660311390078,0.0157396642436289,0.0008177230012396,-7.108986908000732,30.2,3.407841924380824,10.0,2.302585092994046,0
2017-11-01,AZ,131.0,129.0,3266467.0,4.9,25.42,2521.3,3.2355362657613083,0.0394922097789446,0.0006122823221541806,0.0007718737094236,24.131236715679144,3.183507130527451,-0.004304811395450737,-0.014670116749969339,0.0008184590224714,-7.108087226582996,30.2,3.407841924380824,10.0,2.302585092994046,0
2017-12-01,AZ,138.0,138.0,3273052.0,4.9,25.42,2524.6,3.2355362657613083,0.042162483211388,0.0,0.0007713290225758,24.080501765501104,3.1814024576612776,0.002456655386524017,0.008371893219952523,0.0008604588410487,-7.058044774893322,30.2,3.407841924380824,10.0,2.302585092994046,0
2018-01-01,AZ,131.0,130.0,3281017.0,4.9,25.41,2478.5,3.235142797332073,0.0396218611485402,0.00030478354729646323,0.0007554060219742,23.969079960941738,3.176764664770214,0.003066461254648755,0.01045001522308145,0.0008148294835885,-7.112531689204304,30.2,3.407841924380824,10.5,2.3513752571634776,0
2018-02-01,AZ,125.0,126.0,3290510.0,4.8,25.48,2506.4,3.237893830703962,0.0382919365083224,-0.00030390425800255885,0.0007617056322576,23.97057480292872,3.1768270282559263,0.0006122823221541806,0.0020865613669942625,0.0007914173385483,-7.141685120548962,30.2,3.407841924380824,10.5,2.3513752571634776,0
2018-03-01,AZ,138.0,117.0,3300813.0,4.8,25.27,2514.7,3.2296179214001026,0.0354458128951867,0.006362068981187362,0.0007618426127138,23.76844296549762,3.168358775040561,0.0,0.0,0.0008709975390911,-7.045871406499084,30.2,3.407841924380824,10.5,2.3513752571634776,0
2018-04-01,AZ,166.0,114.0,3310523.0,4.7,25.41,2516.6,3.235142797332073,0.0344356465730641,0.01570748791052048,0.0007601820014541,23.83804013955329,3.171282629906456,0.00030478354729646323,0.0010386541503383932,0.0010668752017783,-6.84302127528528,30.2,3.407841924380824,10.5,2.3513752571634776,0
2018-05-01,AZ,134.0,133.0,3319150.0,4.7,25.45,2507.4,3.2367157429965316,0.0400704999774038,0.0003012819547173222,0.0007554343732582,23.821777209799357,3.1706001711271483,-0.00030390425800255885,-0.0010356576714189666,0.0008589740836621,-7.059771806793532,30.2,3.407841924380824,10.5,2.3513752571634776,0
2018-06-01,AZ,160.0,138.0,3327171.0,4.7,25.44,2454.6,3.2363227384719213,0.0414766779344975,0.006612224018543081,0.000737743867087,23.79097785816157,3.1693064272179896,0.006362068981187362,0.021680925399893084,0.0010231681266604,-6.88485145882944,30.2,3.407841924380824,10.5,2.3513752571634776,0
2018-07-01,AZ,164.0,133.0,3335123.0,4.7,25.72,2438.5,3.2472688993694185,0.0398785891854663,0.009295009509394407,0.0007311574415696,24.034061955145813,3.179472072298293,0.01570748791052048,0.05352863582817664,0.0010462467807417,-6.862546013114697,30.2,3.407841924380824,10.5,2.3513752571634776,0
2018-08-01,AZ,157.0,132.0,3344235.0,4.7,25.68,2500.5,3.2457124788217606,0.0394709103875774,0.007475551209768452,0.000747704632001,23.953870692155782,3.1761299263374037,0.0003012819547173222,0.0010267212763450954,0.0009988608850499,-6.90889504321678,30.2,3.407841924380824,10.5,2.3513752571634776,0
2018-09-01,AZ,151.0,102.0,3354886.0,4.8,25.73,2529.8,3.2476576262936527,0.0304034175825944,0.014605563348501261,0.0007540643705926,23.951115900421126,3.1760149156909705,0.006612224018543081,0.022533414223788958,0.0009376871027311,-6.972094243785826,30.2,3.407841924380824,10.5,2.3513752571634776,0
2018-10-01,AZ,178.0,137.0,3366323.0,4.9,25.73,2558.8,3.2476576262936527,0.0406972236472851,0.012179461091523304,0.0007601171961217,23.895211138891966,3.1736780681029044,0.009295009509394407,0.031675923093632694,0.0010791160150777,-6.831613077561425,30.2,3.407841924380824,10.5,2.3513752571634776,0
2018-11-01,AZ,156.0,143.0,3377407.0,5.0,25.59,2591.1,3.2422016501716975,0.0423401739855457,0.0038491067259587013,0.0007671861875101,23.78194149504739,3.1689265319605315,0.007475551209768452,0.025475496820504717,0.00092378561423,-6.987030532474722,30.2,3.407841924380824,10.5,2.3513752571634776,0
2018-12-01,AZ,155.0,148.0,3387194.0,5.0,25.86,2590.9,3.2526973733437115,0.0436939838698344,0.002066607345194872,0.0007649104243807,24.016415987846514,3.178737596020513,0.014605563348501261,0.049773451108222566,0.0009152118243005,-6.996355017513345,30.2,3.407841924380824,10.5,2.3513752571634776,0
2019-01-01,AZ,200.0,124.0,3395349.0,5.0,25.94,2549.3,3.255786178888298,0.0365205461942203,0.022383560570651207,0.0007508211968784,24.11036216993123,3.1826417136452188,0.012179461091523304,0.04150567812405814,0.0011780821352974,-6.743867471822225,30.2,3.407841924380824,11.0,2.3978952727983707,0
2019-02-01,AZ,169.0,116.0,3402154.0,5.0,26.0,2569.1,3.258096538021482,0.0340960462107241,0.015578365941106722,0.0007551392441376,24.09381846604479,3.18195531241123,0.0038491067259587013,0.013117147272138273,0.0009934882430366,-6.91428832992605,30.2,3.407841924380824,11.0,2.3978952727983707,0
2019-03-01,AZ,159.0,128.0,3408470.0,4.9,25.89,2574.4,3.2538567937634464,0.0375535064119678,0.00909498983414846,0.0007552948977107,23.90149258485825,3.1739409082367662,0.002066607345194872,0.007042671152188438,0.0009520101274717,-6.956934885128904,30.2,3.407841924380824,11.0,2.3978952727983707,0
2019-04-01,AZ,153.0,140.0,3415247.0,4.9,26.21,2580.3,3.266141017335315,0.0409926426990492,0.0038064596791974343,0.0007555236854025,24.10628276907767,3.182472502333712,0.022383560570651207,0.07627963612958275,0.0009142673954744,-6.997387474072402,30.2,3.407841924380824,11.0,2.3978952727983707,0
2019-05-01,AZ,177.0,130.0,3422662.0,4.8,26.15,2568.7,3.263849190510932,0.037982132036409,0.013732001582394055,0.0007504977120148,24.04516345732013,3.1799338726819877,0.015578365941106722,0.05308860856744982,0.001077377783725,-6.833225168196763,30.2,3.407841924380824,11.0,2.3978952727983707,0
2019-06-01,AZ,148.0,126.0,3430816.0,4.8,26.26,2515.2,3.26804686887465,0.0367259567403206,0.006412468637198847,0.0007331200507401,24.15416228797123,3.1844567167165616,0.00909498983414846,0.030994287658628515,0.0008987171953649,-7.014542149884472,30.2,3.407841924380824,11.0,2.3978952727983707,0
2019-07-01,AZ,149.0,123.0,3439397.0,4.8,26.44,2498.7,3.2748780149834857,0.0357620827139175,0.0075594646387142864,0.0007264936266444,24.263730072477934,3.188982645715018,0.0038064596791974343,0.012971812878234198,0.0009025322365131,-7.010306149266992,30.2,3.407841924380824,11.0,2.3978952727983707,0
2019-08-01,AZ,152.0,128.0,3447872.0,4.8,26.65,2574.8,3.2827891506118534,0.0371243480036381,0.0069608152506821595,0.0007467794628106,24.434093447796403,3.195979429473057,0.013732001582394055,0.04679649069814627,0.0009184409011316,-6.9928329981862865,30.2,3.407841924380824,11.0,2.3978952727983707,0
2019-09-01,AZ,170.0,130.0,3456418.0,4.7,26.93,2593.4,3.2932409068235073,0.0376111917019295,0.011572674369824483,0.0007503143427675,24.652874897632884,3.2048935223953166,0.006412468637198847,0.021852679460623397,0.0010464652355692,-6.862337236344068,30.2,3.407841924380824,11.0,2.3978952727983707,0
2019-10-01,AZ,134.0,140.0,3465329.0,4.7,26.8,2624.2,3.288401887516811,0.0404002044250343,-0.0017314373325014738,0.0007572729746583,24.46469872256033,3.1972312100345777,0.0075594646387142864,0.025761460521684883,0.000822739725373,-7.102870658370683,30.2,3.407841924380824,11.0,2.3978952727983707,0
2019-11-01,AZ,151.0,110.0,3474207.0,4.7,26.9,2659.6,3.292126286607793,0.0316619015504833,0.011801254214271055,0.0007655272123969,24.487043535921885,3.1981441423994976,0.0069608152506821595,0.02372135803914408,0.0009247479949947,-6.985989295413267,30.2,3.407841924380824,11.0,2.3978952727983707,0
2019-12-01,AZ,149.0,104.0,3480692.0,4.7,26.92,2665.9,3.2928695047765273,0.0298791159918774,0.0129284636503316,0.0007659109165648,24.43409210068438,3.1959793743405815,0.011572674369824483,0.039437844894695304,0.0009107995668555,-7.0011876993396776,30.2,3.407841924380824,11.0,2.3978952727983707,0
2020-01-01,AZ,153.0,129.0,3482745.0,4.8,27.1,2619.1,3.299533727885655,0.0370397488188196,0.006891116059315281,0.0007520217529563,24.550292713611476,3.200723777330813,-0.0017314373325014738,-0.005900464731136623,0.0009152263516278,-6.996339144453642,30.2,3.407841924380824,12.0,2.4849066497880004,0
2020-02-01,AZ,159.0,126.0,3480462.0,4.8,27.41,2639.2,3.3109079103146946,0.0362020904121349,0.009481499869844865,0.0007582901350452,24.81934530376085,3.2116234016590552,0.011801254214271055,0.04021680887166878,0.0009517414642079,-6.957217131265224,30.2,3.407841924380824,12.0,2.4849066497880004,0
2020-03-01,AZ,133.0,114.0,3476237.0,4.9,27.16,2620.1,3.3017453026904953,0.0327940816463319,0.005465680274388656,0.0007537173098381,24.704848649235107,3.2069995259577615,0.0129284636503316,0.04405816044543357,0.0007808114677698,-7.155176835768063,30.2,3.407841924380824,12.0,2.4849066497880004,0
2020-04-01,AZ,122.0,80.0,3393061.0,13.8,28.03,2310.1,3.333275365176697,0.0235775307311009,0.01237820363382798,0.0006808306717739,25.69975007030372,3.2464812669629812,0.006891116059315281,0.023483834212708585,0.0002605487997458,-8.252720383236964,30.2,3.407841924380824,12.0,2.4849066497880004,0
2020-05-01,AZ,145.0,199.0,3446480.0,11.2,27.5,2375.7,3.3141860046725258,0.0577400710289918,-0.015668159977716395,0.0006893119936863,25.23648173196457,3.228290635404058,0.009481499869844865,0.032311452762468655,0.0003756420629578,-7.88687382819485,30.2,3.407841924380824,12.0,2.4849066497880004,0
2020-06-01,AZ,143.0,157.0,3446465.0,9.8,27.29,2390.7,3.306520334720247,0.0455539226424756,-0.004062133229265349,0.0006936672793717,24.92295278592604,3.2157891775067786,0.005465680274388656,0.018626174384322947,0.0004233856062572,-7.767227195454863,30.2,3.407841924380824,12.0,2.4849066497880004,0
2020-07-01,AZ,140.0,98.0,3468223.0,9.0,27.51,2363.5,3.3145495749364833,0.0282565452106165,0.012109947947407072,0.0006814729041356,24.996477557750673,3.218734917251216,0.01237820363382798,0.04218296129188205,0.0004485165906447,-7.709564885745561,30.2,3.407841924380824,12.0,2.4849066497880004,0
2020-08-01,AZ,154.0,124.0,3472410.0,7.9,27.66,2440.9,3.319987326236612,0.0357100687994793,0.00863953277406758,0.0007029411849407,25.039342038285337,3.2204482694603622,-0.015668159977716395,-0.05339461244996765,0.0005613873616904,-7.48509940641945,30.2,3.407841924380824,12.0,2.4849066497880004,0
2020-09-01,AZ,157.0,146.0,3492702.0,7.5,27.68,2472.9,3.3207101307494686,0.0418014477043847,0.0031494241421111792,0.0007080191782751,24.991815136328498,3.2185483767160457,-0.004062133229265349,-0.013843107921110917,0.0005993449579532,-7.419673235871321,30.2,3.407841924380824,12.0,2.4849066497880004,0
2020-10-01,AZ,154.0,124.0,3497131.0,7.0,27.64,2527.9,3.319263998899469,0.0354576365597971,0.008578460458015441,0.0007228496730605,24.924830995816674,3.2158645353160544,0.012109947947407072,0.04126878831724332,0.0006290871002544,-7.371240836678055,30.2,3.407841924380824,12.0,2.4849066497880004,0
2020-11-01,AZ,152.0,115.0,3503661.0,6.7,27.77,2561.7,3.323956301318708,0.032822810197676,0.01056038241142622,0.0007311495033337,24.985240905902778,3.218285286771008,0.00863953277406758,0.029442161994529654,0.0006475103374492,-7.342375799345377,30.2,3.407841924380824,12.0,2.4849066497880004,0
2020-12-01,AZ,166.0,113.0,3508888.0,6.5,27.92,2567.1,3.329343277894172,0.0322039346938403,0.015104500343128649,0.0007315992986951,25.01149130874468,3.219335371610207,0.0031494241421111792,0.010732739629143586,0.0007278220774918,-7.225453938687586,30.2,3.407841924380824,12.0,2.4849066497880004,0
2021-01-01,AZ,155.0,113.0,3497439.0,6.3,28.24,2526.8,3.340739412625042,0.0323093555026978,0.012008787001002734,0.0007224714998603,25.236327949232358,3.2282845417178465,0.008578460458015441,0.029234037195468143,0.0007034625794238,-7.259495874830519,30.2,3.407841924380824,12.15,2.4973291697865574,1
2021-02-01,AZ,181.0,114.0,3502838.0,6.2,27.83,2552.3,3.326114575537799,0.0325450391939336,0.01912734759643466,0.0007286377503041,24.785772045572674,3.2102697806978115,0.01056038241142622,0.03598811391915213,0.000833425593393,-7.089966129832577,30.2,3.407841924380824,12.15,2.4973291697865574,1
2021-03-01,AZ,183.0,136.0,3507832.0,6.0,27.93,2561.9,3.329701379957086,0.038770385810951,0.013398589214078667,0.0007303371427137,24.745089692445305,3.2086270730667206,0.015104500343128649,0.05147374951613835,0.0008694829170838,-7.047611871190047,30.2,3.407841924380824,12.15,2.4973291697865574,1
2021-04-01,AZ,203.0,146.0,3513511.0,5.8,28.49,2574.1,3.3495531485098167,0.0415538758808496,0.01622308852882487,0.0007326289856499,25.08473684802749,3.22225956746969,0.012008787001002734,0.04092404780297658,0.0009961545587874,-6.911608132913256,30.2,3.407841924380824,12.15,2.4973291697865574,1
2021-05-01,AZ,222.0,116.0,3516676.0,5.6,28.33,2574.5,3.3439213138424253,0.0329856944455502,0.03014210009679595,0.0007320833650868,24.779447692290496,3.210014587505894,0.01912734759643466,0.06518297704133483,0.001127282045399,-6.787945813123887,30.2,3.407841924380824,12.15,2.4973291697865574,1
2021-06-01,AZ,217.0,127.0,3518507.0,5.3,28.16,2540.3,3.3379025312898416,0.0360948550052621,0.025579031106091304,0.0007219823635422,24.424082112217075,3.1955696173748893,0.013398589214078667,0.04566027405129399,0.0011636582285161,-6.756186590900442,30.2,3.407841924380824,12.15,2.4973291697865574,1
2021-07-01,AZ,228.0,131.0,3517406.0,4.9,28.44,2545.0,3.34779660493504,0.0372433549041538,0.027577140654220754,0.0007235445666494,24.553626403533613,3.200859558343294,0.01622308852882487,0.05528572123147101,0.0013228672562933,-6.6279537342624195,30.2,3.407841924380824,12.15,2.4973291697865574,1
2021-08-01,AZ,232.0,131.0,3515955.0,4.6,28.41,2598.0,3.3467411958660964,0.0372587248699144,0.028726192456956928,0.0007389173069621,24.4581931303085,3.196965257142433,0.03014210009679595,0.10271951239874454,0.0014344547244972,-6.546970484911137,30.2,3.407841924380824,12.15,2.4973291697865574,1
2021-09-01,AZ,209.0,138.0,3515857.0,4.2,28.36,2625.2,3.344979701663927,0.039250743133182,0.02019422291634728,0.00074667428169,24.305154685845714,3.1906884548402896,0.025579031106091304,0.08716929458837915,0.0014153563345126,-6.560373953079236,30.2,3.407841924380824,12.15,2.4973291697865574,1
2021-10-01,AZ,216.0,138.0,3519583.0,4.0,28.72,2667.1,3.357593744180023,0.0392091904069317,0.022161716316961413,0.0007577886357559,24.37871574760441,3.1937104461933337,0.027577140654220754,0.0939785360760003,0.0015342726680973,-6.479698842095183,30.2,3.407841924380824,12.15,2.4973291697865574,1
2021-11-01,AZ,213.0,144.0,3526604.0,3.8,28.78,2694.3,3.359680701459222,0.040832483601788,0.019565565059190087,0.0007639927817242,24.222152883095095,3.187267622824258,0.028726192456956928,0.09789432298265001,0.0015894223331836,-6.444384641227082,30.2,3.407841924380824,12.15,2.4973291697865574,1
2021-12-01,AZ,228.0,152.0,3536177.0,3.7,29.16,2702.6,3.3727979071404572,0.0429842736944445,0.021492136847222298,0.0007642716979381,24.373667040538376,3.1935033298722293,0.02019422291634728,0.06881871948462025,0.0017426056903153,-6.352373762755616,30.2,3.407841924380824,12.15,2.4973291697865574,1
2022-01-01,AZ,239.0,157.0,3547509.0,3.6,29.92,2659.0,3.3985271531062766,0.0442564063967138,0.023114810984270935,0.0007495400293558,24.858624138626688,3.2132047401675283,0.022161716316961413,0.07552362598117568,0.0018714227050273,-6.281056332553464,30.2,3.407841924380824,12.8,2.5494451709255714,1
2022-02-01,AZ,250.0,158.0,3558566.0,3.6,29.83,2693.4,3.395514598526657,0.0443999071536118,0.02585311049450818,0.0007568779109337,24.61336734622144,3.203289683414269,0.019565565059190087,0.06667635288290855,0.0019514727124477,-6.2391709543018425,30.2,3.407841924380824,12.8,2.5494451709255714,1
2022-03-01,AZ,259.0,156.0,3568534.0,3.7,29.61,2690.1,3.3881121421135,0.0437154304820971,0.028863393202923106,0.0007538389714095,24.162276291913766,3.1847925860089723,0.021492136847222298,0.07324180499249405,0.0019615898293248,-6.2339999971232265,30.2,3.407841924380824,12.8,2.5494451709255714,1
2022-04-01,AZ,253.0,148.0,3577180.0,3.7,30.02,2716.3,3.401863826205316,0.0413733723212139,0.029352730363023386,0.0007593411570007,24.42154324388951,3.195465662586253,0.023114810984270935,0.07877162194633687,0.0019115162887631,-6.259858483408101,30.2,3.407841924380824,12.8,2.5494451709255714,1
2022-05-01,AZ,239.0,156.0,3584524.0,3.7,29.94,2707.6,3.3991953789914824,0.0435204227953279,0.023155096743668058,0.0007553583125681,24.127612204683864,3.1833569192777764,0.02585311049450818,0.08810331381883482,0.0018020410686215,-6.318835329477716,30.2,3.407841924380824,12.8,2.5494451709255714,1
2022-06-01,AZ,230.0,154.0,3590702.0,3.7,29.81,2651.4,3.39484390768998,0.0428885493700117,0.02116577761117464,0.0007384071415561,23.724841485369055,3.1665226631404386,0.028863393202923106,0.09836188143680986,0.0017311980265185,-6.358941609262766,30.2,3.407841924380824,12.8,2.5494451709255714,1
2022-07-01,AZ,257.0,161.0,3595914.0,3.8,30.24,2650.2,3.4091655513113324,0.0447730396221934,0.02669696772503458,0.0007370031652592,24.070655684896902,3.1809934921758027,0.029352730363023386,0.10002946512615705,0.0018807896670323,-6.276063554675074,30.2,3.407841924380824,12.8,2.5494451709255714,1
